financial_distress_flag,purpose_clarity,income_stability_mention,repayment_confidence,overall_sentiment,loan_idx,default_flag,grade,desc_clean
1,5,0,5,negative,2357,0,B,this loan will help me to finally get out from under ridiculous intrest rates and a never ending cycle of minimum monthly payments unfortunately i don t make enough money to pay the bills off so this is my best hope to start fresh while i look for better employment within the scope of my degree
1,1,0,5,negative,2358,0,B,i can barely keep my head above water with all of my credit cards interest rates every month i send more then the minimum payment and i feel as if i m still getting nowhere just to get them off my back and be able to make one lump payment a month would make me stress free
0,1,0,1,neutral,2359,0,C,debt consolidation vacation
0,5,1,5,positive,2360,0,B,iplan to build a new deck on my house my house is paid for my job is stable and i have been with 6 years i previous worked 26 years with duke power in nuclear plant i always pay any loans that i have back in a timely manner am a honest person with intergity i have no equity loan on my house my monthly expenses would be around 250 dollars
1,4,0,4,negative,2361,0,C,i will be using this loan to pay off my current loan with lending club and to consolidate all other debt
1,5,0,5,negative,2362,1,C,my loan is to help relieve some of my debt i would really like to have one payment at a lower interest rate for the debt that i intend to pay there are two credit cards with a high interest rate and two that i don t even use anymore as i have no use for them one is a newegg preferred acct which i no longer need and the other is a bowflex nautilus card with hsbc i no longer own the bowflex and need to finish paying that off i also intend on using the rest of my funding to invest in and help with my racing my loan is to help pay off the debit on three high interest credit cards that i currently have and to go ahead and close the account on two of them that are no longer needed the rest of my funding will be used invest and help with my racing my loan is to help pay off the debt on three high interest credit cards that i currently have and to go ahead and close the account on two of them that are no longer needed the rest of my funding will be used to invest and help with my racing
1,1,0,1,negative,2363,0,C,paying off credit cards
0,5,0,5,neutral,2364,0,B,my loan is for debt consolidation and home improvements
1,5,0,5,positive,2365,0,D,this loan is important to me not only as a great opportunity to increase my monthly cash flow by eliminating my current debts but this loan would also give incredible flexibility to begin a cash based budget as well as savings plan for future needs
1,5,0,5,negative,2366,0,B,i ve been carrying credit card debt for the past few years i always make my payments on time but i feel that i am not paying anything off i have other goals looking to move forward with my education and would prefer to make just one payment to take care of my debt instead of making 5 diff ones
1,5,0,5,negative,2367,0,A,i would like to pay off my c c debt start saving for a home i m currently paying large interest rates and i am paying 500 00 per month on two c c balances
1,1,0,1,negative,2368,0,E,i need to pay off an high interest loan and some credit cards that i have though my company that i closed last year
1,5,0,1,negative,2369,1,E,want to consolidate debt and get out of the debt cycle
0,1,0,1,neutral,2370,0,A,my loan is for personal medical expense
1,5,0,5,negative,2371,0,C,to improve my home i should pay back within a month
0,5,1,5,positive,2372,0,C,the purpose of this loan is to pay off debt in a timely manner in order to become debt free and improve my credit with this loan i am going to consolidate my debt in order to pay it off in a timely manner in order to increase my credit i have been at my job for 16 years and i am consistent at paying everything on time
1,5,0,1,negative,2373,0,C,i got a lot of credit card debt and i want to clean my slate and get back on my own feet 1 payment would do that
1,1,0,1,negative,2374,0,B,i m looking to pay off credit card balances and use any remaining funds to apply to a future wedding
0,1,0,1,neutral,2375,0,D,i want to buy a new refrigerator
1,5,0,1,negative,2376,1,C,consolidating credit cards to avoid high intrest rate and fees
1,5,1,5,positive,2377,0,A,if approved i will use the funds to consolidate my debt what makes me a good borrower is my abilty to pay on time and consistently i keep my credit score stable following up every 3 months
0,5,0,5,neutral,2378,0,D,to payoff 2 credit card accounts over 24 6 000 each
1,1,0,1,negative,2379,0,B,to pay off outstanding debts to we can be debt free
1,1,0,1,negative,2380,0,A,to pay off credit card debts
0,5,0,5,neutral,2381,0,A,the loan will be used to be off higher interest rate credit cards
1,1,0,1,negative,2382,0,D,to conslidate debts and pay off credit cards consolidate debt and pay off credit cards
